ID,target,oof_prediction,oof_catboost,oof_xgboost,oof_lightgbm_goss
ID_C1DF84C4D2,1,0.3329860515755497,0.30568302,0.3554685,0.33780602
ID_CB8B764D76,0,0.005063608006298876,0.007957063,0.003675205,0.0035586208
ID_D40D58FC67,1,0.23369775573018994,0.24755152,0.19267409,0.26086798
ID_CFD8F26581,0,0.015130210433313994,0.017502494,0.013798192,0.014089998
ID_20EB501231,0,0.013219079037714935,0.01206928,0.016085055,0.011502876
ID_B27891AEB8,0,0.03906795702683797,0.04150876,0.0403007,0.035394464
ID_71C6CD040B,0,0.01665535373305624,0.015925251,0.017883828,0.016156966
ID_D19A5EF71B,0,0.013248002210603098,0.015049583,0.013249139,0.011445324
ID_A7718EDB3F,0,0.040954928159258,0.031159483,0.044398803,0.04730628
ID_DABF033C98,0,0.026504565219299368,0.04557088,0.014913757,0.019029483
ID_F02570318C,0,0.07080233797530276,0.06527844,0.08274714,0.06438131
ID_237EA41E63,0,0.3205059447774731,0.35807487,0.2849339,0.3185099
ID_902E0AC97B,0,0.31647661085840606,0.27891588,0.29925472,0.3712584
ID_97559A90F0,0,0.016732600683965818,0.014957068,0.01794046,0.017300235
ID_23238C1F33,0,0.3600503750664297,0.27185702,0.35591054,0.4523816
ID_0A14D13129,0,0.24010206306139104,0.1695454,0.25542358,0.29533565
ID_449812DFA0,1,0.7383341140444745,0.7847075,0.72868824,0.70160764
ID_E61F9E7093,1,0.8523516109471984,0.85152864,0.8403027,0.86522347
ID_9CD84BF7F4,1,0.8786089837817924,0.8837903,0.8846862,0.8673506
ID_F715874191,0,0.3980074725829678,0.33896115,0.41676924,0.43829072
ID_968E687FD3,1,0.13975130221831664,0.14931071,0.1459702,0.12397321
ID_A2FA003796,0,0.009074041808310255,0.010423079,0.007882509,0.008916567
ID_F9517D6CCA,0,0.33009660146010156,0.27368113,0.32921466,0.38739276
ID_541755490C,0,0.25059893351962415,0.27583677,0.23536164,0.24059896
ID_BF1A4789AF,0,0.600937444478262,0.6038664,0.6040886,0.5948574
ID_233832B6A2,0,0.005636271514661355,0.0066445083,0.00503932,0.005225009
ID_4A473E98D3,0,0.030363250491449126,0.026669318,0.030676281,0.03374407
ID_37D5B98B07,0,0.007532943887397803,0.011731488,0.005825419,0.0050420184
ID_29DACE6454,0,0.08066127364675264,0.08205042,0.07440538,0.08552805
ID_A1BCCDFC55,0,0.39600602039416277,0.44892344,0.34416732,0.3949285
ID_5BAC858292,1,0.6398826540337403,0.58510035,0.6766312,0.6579152
ID_A6793C0F93,0,0.04025059949425019,0.03923787,0.041279305,0.0402346
ID_373FAED478,0,0.03288361189051548,0.030488009,0.03760733,0.030555442
ID_FADBD63AF9,1,0.02464571779257096,0.027126342,0.020595469,0.026215399
ID_8951D1AE95,0,0.00548262487864021,0.0071172025,0.0037154916,0.005615217
ID_FD733C7A46,0,0.02054043019952907,0.023953186,0.020875162,0.016793018
