ID,target,oof_prediction,oof_catboost,oof_xgboost,oof_lightgbm_goss
ID_C1DF84C4D2,1,0.36462127106807174,0.37764582,0.30291688,0.38165206
ID_CB8B764D76,0,0.006604216422487408,0.007624157,0.0040812474,0.003899934
ID_D40D58FC67,1,0.2319785178797719,0.249164,0.1577014,0.24196422
ID_CFD8F26581,0,0.011634368232289983,0.011180763,0.011471029,0.015084903
ID_20EB501231,0,0.01214253511316919,0.011476117,0.01448753,0.012691452
ID_B27891AEB8,0,0.027937852343093508,0.027728692,0.03234927,0.02168273
ID_71C6CD040B,0,0.01967315156860229,0.018434709,0.021260792,0.025537627
ID_D19A5EF71B,0,0.013771151709846285,0.014035427,0.013093181,0.013112852
ID_A7718EDB3F,0,0.03923819774181284,0.038423736,0.036696356,0.04936592
ID_DABF033C98,0,0.0388756736160885,0.05039132,0.009371579,0.0101240305
ID_F02570318C,0,0.07050973437902035,0.069818124,0.07679693,0.064340495
ID_237EA41E63,0,0.35457354453707735,0.4023572,0.22328216,0.2507735
ID_902E0AC97B,0,0.3286864320469428,0.34314257,0.25727558,0.35270295
ID_97559A90F0,0,0.012443569420352381,0.008537528,0.02051299,0.025585392
ID_23238C1F33,0,0.30046174379347407,0.22535256,0.45161152,0.56019026
ID_0A14D13129,0,0.2206774388395463,0.20653659,0.22278081,0.31566274
ID_449812DFA0,1,0.77414481292773,0.8125552,0.6864922,0.6594305
ID_E61F9E7093,1,0.8710855505036749,0.8792118,0.8438476,0.86201966
ID_9CD84BF7F4,1,0.8705472682381264,0.8667297,0.891797,0.86002284
ID_F715874191,0,0.3568012761525312,0.33269125,0.41076544,0.43065184
ID_968E687FD3,1,0.14776617431150169,0.15863176,0.104464814,0.14767817
ID_A2FA003796,0,0.009162381398003901,0.009767797,0.006832136,0.009013298
ID_F9517D6CCA,0,0.28410233557266773,0.27351624,0.30685312,0.3181782
ID_541755490C,0,0.202482898905805,0.19355582,0.20559499,0.2593267
ID_BF1A4789AF,0,0.6923585204896123,0.69584525,0.7002855,0.6541686
ID_233832B6A2,0,0.006476147483126114,0.0065882397,0.0055737244,0.0072721723
ID_4A473E98D3,0,0.027076000872029153,0.027138142,0.029980846,0.021562574
ID_37D5B98B07,0,0.012027245037629529,0.013403341,0.009114722,0.007519225
ID_29DACE6454,0,0.07151478852772765,0.07988224,0.055699367,0.040790625
ID_A1BCCDFC55,0,0.46462190222793365,0.5178867,0.3263309,0.33481935
ID_5BAC858292,1,0.7172723045407178,0.7390385,0.6503809,0.68238145
ID_A6793C0F93,0,0.05062370180465792,0.052026022,0.04724497,0.046747994
ID_373FAED478,0,0.029966296642060675,0.030989528,0.025101576,0.0313342
ID_FADBD63AF9,1,0.046777567231440366,0.057696592,0.019749273,0.017859112
