ID,target,oof_prediction,oof_catboost,oof_xgboost,oof_lightgbm_goss
ID_C1DF84C4D2,1,0.33772521618800483,0.36527824,0.35539594,0.29250535
ID_CB8B764D76,0,0.005259607414328508,0.0075311414,0.0042327237,0.004014524
ID_D40D58FC67,1,0.21065455519424564,0.22616924,0.19695191,0.20883752
ID_CFD8F26581,0,0.01589165852978889,0.01703817,0.015414442,0.015222157
ID_20EB501231,0,0.013501763315627762,0.01205383,0.016177775,0.0122745745
ID_B27891AEB8,0,0.032462324425778226,0.033776212,0.03233039,0.03128026
ID_71C6CD040B,0,0.015209409519891803,0.014592051,0.017453268,0.013583624
ID_D19A5EF71B,0,0.013866311010476032,0.014372856,0.013328736,0.013897151
ID_A7718EDB3F,0,0.0414014417201513,0.032899734,0.04749541,0.043811485
ID_DABF033C98,0,0.024985961089412846,0.044859976,0.013319596,0.01677371
ID_F02570318C,0,0.06724860986257669,0.06438614,0.0728114,0.06455013
ID_237EA41E63,0,0.3190694505889191,0.3479857,0.27353296,0.33567432
ID_902E0AC97B,0,0.2982722833997023,0.28588167,0.29342636,0.315508
ID_97559A90F0,0,0.019741474534287363,0.018843,0.018378634,0.022002423
ID_23238C1F33,0,0.3209662326582856,0.2273979,0.33147126,0.4040377
ID_0A14D13129,0,0.22425314430981186,0.16560988,0.24048378,0.26667383
ID_449812DFA0,1,0.7038749751511989,0.78034717,0.6459443,0.6853118
ID_E61F9E7093,1,0.820962379594427,0.83096546,0.8118205,0.82009786
ID_9CD84BF7F4,1,0.8756816038691352,0.8790849,0.87976694,0.86819404
ID_F715874191,0,0.3909777836589546,0.34134388,0.39085135,0.44074073
ID_968E687FD3,1,0.13860948386742228,0.14214255,0.1481663,0.12552232
ID_A2FA003796,0,0.00973176132684373,0.011881292,0.008475989,0.008837507
ID_F9517D6CCA,0,0.31116430023226604,0.28967527,0.30423602,0.33958066
ID_541755490C,0,0.2599266096957421,0.27018902,0.21722591,0.2923514
ID_BF1A4789AF,0,0.6499915399613567,0.6554717,0.6689461,0.6255623
ID_233832B6A2,0,0.005336566870359428,0.0060992152,0.0047937017,0.005116578
ID_4A473E98D3,0,0.028661788086810417,0.024348518,0.030008456,0.03162903
ID_37D5B98B07,0,0.007314385449053854,0.011579297,0.0052869595,0.0050760573
ID_29DACE6454,0,0.08372041215625073,0.0948466,0.0796506,0.076662205
ID_A1BCCDFC55,0,0.37914604772108973,0.4514602,0.31460622,0.37134826
ID_5BAC858292,1,0.6595109009116018,0.5980472,0.6919982,0.68850046
ID_A6793C0F93,0,0.042662611173578835,0.04179721,0.043658573,0.0425324
ID_373FAED478,0,0.030721771395302955,0.031658087,0.029583698,0.030923134
ID_FADBD63AF9,1,0.026790555490957487,0.04138312,0.018649211,0.020336084
ID_8951D1AE95,0,0.004520869317516748,0.006336128,0.002877414,0.0043484704
ID_FD733C7A46,0,0.017692077834306142,0.021825856,0.0144707775,0.016778402
ID_7D0524DF43,0,0.005631394047864503,0.0072661527,0.0050522704,0.004575496
ID_F1D2BEF0D1,0,0.02483176040747606,0.036953356,0.017362295,0.020176716
ID_F866F25CF7,0,0.009780638002622855,0.010321419,0.008460359,0.010559707
ID_C46585589F,1,0.9713150032211624,0.97605723,0.97277,0.965118
ID_3D583A0CEE,0,0.03409112531692063,0.03307101,0.03217721,0.03702463
ID_E30FE7C428,0,0.03437099077730955,0.04410671,0.029716501,0.029287828
ID_DB297C9771,0,0.006208117732452207,0.00922843,0.004702021,0.004693284
ID_A9E34366EA,0,0.00439353440499463,0.0055288803,0.002827512,0.004823675
ID_CBBDC2CAE9,0,0.028377883608000278,0.016434617,0.034066264,0.034635134
ID_62D790F239,0,0.02449143712044633,0.03666741,0.01628294,0.02052082
ID_E57EC88F44,0,0.010124163409398588,0.013350938,0.00746814,0.009552433
ID_59CD30E224,0,0.023186965559301203,0.030276285,0.018867543,0.020415379
ID_C8AC299692,0,0.027965689283194213,0.036075372,0.026266532,0.021554215
ID_4514382168,0,0.16261996922726876,0.20675884,0.14081906,0.14027303
ID_354906FCE9,0,0.010797249326502062,0.011154584,0.010569956,0.01066712
ID_28F61D8856,1,0.5397985566109993,0.5847232,0.50902486,0.5256359
ID_2F92AC9A6B,0,0.004702988920930521,0.0070944293,0.0033394664,0.0036745295
ID_E5C56ADEB0,0,0.01988500159700744,0.02128289,0.019745339,0.018626658
ID_FC2D43B280,1,0.9005517557985971,0.926027,0.88147116,0.89414996
ID_B648BBB4E4,0,0.0281111796393513,0.03725162,0.021262566,0.025816785
ID_A7C5442366,0,0.10089993327735906,0.1348076,0.081766754,0.08611783
ID_4EFB3223D1,0,0.6657301347351223,0.7470463,0.6199793,0.63014656
ID_EFC14D0E7A,0,0.07765482375857928,0.09169865,0.07094336,0.070319675
ID_2D9AB13D4A,0,0.09081489612759096,0.09811754,0.086426936,0.08789849
ID_472254CCDA,1,0.7837246218454246,0.84349674,0.7550025,0.7526627
ID_A9D560C0AD,0,0.011506155898815477,0.010441239,0.014453431,0.009624749
ID_A6CFBAC71E,0,0.039331042417616986,0.0318431,0.041304242,0.044846784
ID_F95C00D470,0,0.005829976688312939,0.0074386694,0.00509143,0.0049595204
ID_963DBE24E0,0,0.0319914533765876,0.043187875,0.020838507,0.031943996
ID_1C1E76012A,0,0.016711666530798863,0.028682357,0.010452981,0.010997123
ID_CD67555F94,0,0.021178184383044817,0.03742813,0.0131251775,0.012977934
ID_68EEED7F70,0,0.1338151179315462,0.099598475,0.15376045,0.14809431
ID_953DA63EA0,0,0.05715023224960099,0.07103165,0.05172495,0.048691705
ID_DCAFA4E0DA,0,0.09387458865052972,0.1104629,0.08680121,0.08435663
ID_3BEAB34638,0,0.009090207213320024,0.008050963,0.008609672,0.010609896
ID_EA56384665,0,0.004830167940354494,0.007444631,0.003619271,0.0034260948
ID_637AB592A5,1,0.8487772663175737,0.83267784,0.86684084,0.84681946
ID_B0F1794098,0,0.016066302082692184,0.02155918,0.015239011,0.011400171
ID_2FC57EAB2E,1,0.5781783129836396,0.87652975,0.45453858,0.40341315
ID_FD843A3F5D,0,0.24552883185197485,0.25833443,0.24817657,0.23007561
ID_0B0B49790E,0,0.01770528268427637,0.012936468,0.018337505,0.021842321
ID_01745A3887,0,0.026461240116994418,0.02624259,0.024174504,0.028965944
ID_95C740413B,1,0.8877252091004241,0.8857991,0.8890075,0.8883695
ID_0B0BF8FB48,0,0.09982229018000381,0.13437845,0.0866561,0.07842648
ID_88B5AB8373,0,0.11236135384866609,0.10485408,0.12142742,0.11080572
ID_0CE82F1F3D,0,0.7070843882601687,0.68462473,0.72954017,0.7070963
ID_223F338B99,0,0.004772022341381828,0.007024698,0.003183982,0.0041067847
ID_FA2F24DFCF,0,0.014925790156992262,0.015157066,0.013624165,0.015995732
ID_AEDF10D041,0,0.02522425706903221,0.034124974,0.020378709,0.021167142
ID_821D269AC6,1,0.19331539195023897,0.20275952,0.20042442,0.17676389
ID_15B31D0121,0,0.05576964248813664,0.042984262,0.061041605,0.06328534
ID_FEA5D773FD,0,0.0060350410643732495,0.007886427,0.0050335885,0.0051847044
ID_0BE78E056B,0,0.041206960512422446,0.060210932,0.031776324,0.03162975
ID_C4D5DA8874,0,0.00867445761329002,0.012816437,0.0068951324,0.0063110427
ID_5C3EA0AA45,0,0.5765682745098786,0.57860416,0.5509169,0.60017586
ID_BD0B58C6C6,1,0.8623326159285708,0.94020194,0.83269197,0.8140908
ID_4987E90722,0,0.34848257803648236,0.33712795,0.35641205,0.35191074
ID_2A614B971A,1,0.4699077499027018,0.37269545,0.4869853,0.5500529
ID_F9937021D0,0,0.09819054379957916,0.13674395,0.07671527,0.08110384
ID_86681608C9,0,0.010959388384529232,0.013392136,0.008708455,0.010776761
ID_EF889C9F80,0,0.004723200224538999,0.0074509676,0.0037167494,0.0030014326
ID_CA37876ED3,0,0.041161942663636555,0.03956807,0.040813476,0.04310426
ID_6B5E233587,0,0.0796408984143392,0.09112879,0.07583595,0.07195619
ID_175F60E553,0,0.014427345516398822,0.013024514,0.012330632,0.01792633
ID_3165B056FF,0,0.01001580440709851,0.014123199,0.0074603185,0.008462901
ID_1CD4F4AD73,1,0.9192708535674072,0.95927763,0.9015605,0.89696693
ID_A89D6D461E,0,0.48683134793811716,0.4743668,0.46243915,0.52368134
ID_CADC3FD90F,0,0.08114642313748485,0.0661993,0.0918799,0.085364126
ID_C844821C10,0,0.06001991148344585,0.04927588,0.064194195,0.0665915
ID_A4FD0FABB5,1,0.24744580552033163,0.28703493,0.18794675,0.26733556
ID_FA09216064,0,0.06262552808167,0.05456233,0.06370407,0.06961094
ID_B178E53536,0,0.004863081134377833,0.0059933015,0.004327538,0.004268181
ID_65717E0BA9,0,0.0096575455962325,0.0123444535,0.009153287,0.0074746
ID_DC412C6BA9,1,0.6617344722853276,0.767992,0.5892001,0.6279836
ID_86A327773D,0,0.02351614064757212,0.023580045,0.024462497,0.022506164
ID_F81BD52B56,0,0.02992193482921843,0.039481796,0.026557041,0.023725435
ID_4849300D94,0,0.33522475907772914,0.26431188,0.34060636,0.40076146
ID_36EA4479D4,0,0.03945299844514197,0.038692866,0.04094088,0.03872574
ID_5C68CF9E6C,0,0.03189360448615579,0.03208309,0.026056325,0.037539616
ID_142F6CAE30,0,0.011192299741956924,0.011746883,0.011575176,0.010254926
ID_DE6762859D,0,0.05042337175410463,0.045128003,0.04767071,0.05847085
ID_15F54507E5,0,0.08205086827535267,0.09682854,0.072072946,0.0772473
ID_E07556418D,1,0.4164860454551592,0.42827937,0.40873417,0.4124416
ID_C513E9DC82,0,0.3265806497807587,0.34178445,0.3279182,0.3100389
ID_1163A35B7C,1,0.677802230610261,0.61253,0.7159495,0.7049423
ID_B27C902258,0,0.01222757021004183,0.01646415,0.010086532,0.010131153
ID_FCE189A58D,0,0.027098814450419294,0.027805453,0.02364715,0.029842755
ID_586582275D,0,0.25231295796978154,0.20014179,0.26385653,0.29294685
ID_0BC2975133,0,0.05461899138553429,0.07314857,0.047168553,0.0435366
ID_96FAE51D6B,0,0.4909931667360678,0.4512962,0.5355143,0.48618463
ID_164845C2D9,0,0.08304305657973285,0.07707629,0.07521461,0.09683621
ID_4154ABD725,0,0.010905720804316416,0.016155286,0.007104758,0.009455685
ID_F3DB339FF3,0,0.0064386254565388535,0.009832728,0.0046565966,0.00482583
ID_A0D1A70B32,0,0.006933607558539304,0.005324392,0.007680685,0.0077960584
ID_3823698DC4,1,0.7174147162966635,0.8758757,0.5732623,0.70305395
ID_99DC2C6C4C,0,0.0140460378238742,0.015549851,0.015437294,0.011151311
ID_98BCEC6A9B,0,0.01996778908999119,0.030040754,0.015609375,0.014251377
ID_529727AC34,0,0.06815053513663105,0.07044671,0.07247081,0.06153528
ID_86F5B3BB9D,0,0.013836037577494813,0.01688674,0.0123945,0.012226271
ID_3B00526086,0,0.01565762749766926,0.021490397,0.013156354,0.012325061
ID_4B481B7749,0,0.1258224147467276,0.13290678,0.106081955,0.13847214
ID_1B4E6EBD1C,0,0.030992180310239193,0.030941054,0.031103939,0.030931585
ID_EE6D3225FC,0,0.2208217803559911,0.27240518,0.2033115,0.18674059
ID_AE183A1A88,0,0.012609906921025756,0.016292823,0.011768413,0.0097680325
ID_D8BFFEA889,0,0.00459208379442065,0.006984359,0.0032975,0.0034938715
ID_9202BC72B3,0,0.02488123645610691,0.035645824,0.019543467,0.019452224
ID_8D4F92705A,0,0.05302550377463511,0.062808566,0.046770096,0.04949543
ID_422C2CED59,1,0.01430387556292786,0.018289192,0.011702265,0.012919168
ID_7F1681505B,1,0.09647216495265677,0.10594068,0.07939804,0.10407209
ID_2CFA5A94FD,0,0.025017772591561533,0.025941217,0.023841346,0.025270348
ID_26A51A0BA1,1,0.6293283565558764,0.6414382,0.6443576,0.6021932
ID_014F8E39B0,0,0.004946932963280082,0.0042020804,0.005227177,0.0054116664
ID_E574B6E30F,0,0.0072102779664964586,0.010713088,0.0050600604,0.0058568455
ID_D556461ECB,0,0.09992974727967813,0.10116526,0.104027726,0.09459744
ID_496CACBC83,0,0.33571841757552173,0.360325,0.32262367,0.3242013
ID_F7D32DA997,0,0.0593721971409289,0.06092298,0.04573301,0.07145638
ID_85E5F8D684,0,0.09159932077838379,0.08905259,0.07919227,0.10654947
ID_ABCB658270,0,0.1268216955292835,0.14661248,0.1088602,0.124985896
ID_794BF6B8EB,0,0.09184489666581278,0.10197993,0.06866035,0.10488683
ID_B710EE8A5E,0,0.007447247703370826,0.007895378,0.0068525434,0.007593617
ID_2917477431,0,0.009475749117261519,0.010922062,0.0076438147,0.009860737
ID_2191FBCB4D,0,0.005036015939267811,0.0054850182,0.004290117,0.0053326623
ID_4075D549E3,0,0.030247097944059453,0.039165962,0.024530306,0.027042814
ID_37DCAB6638,0,0.03202379423398144,0.034075294,0.031557117,0.030438721
ID_B4F4246B7C,1,0.4854007409439595,0.40114346,0.50067806,0.55438983
ID_0F1FBD2C79,0,0.011302219278125124,0.015851997,0.009369682,0.00868415
ID_767BEC06DC,0,0.08491581317742983,0.090536825,0.07410803,0.09009901
ID_2218EEE8BE,0,0.008166972107823588,0.011073478,0.0068860003,0.0065408945
ID_FA598E0CFD,0,0.004882064219372475,0.007625366,0.0029010277,0.004119051
ID_5BEB982151,1,0.6929654585820327,0.9054005,0.5823522,0.5910987
ID_D5FC90ED4F,0,0.012762276311144042,0.014605525,0.012394478,0.011286616
ID_2DBE9C9ABB,0,0.19620888980549062,0.20140164,0.18327202,0.20394881
ID_178824BABB,0,0.014479819068147215,0.01602529,0.012978044,0.014435585
ID_3A4385CAB1,0,0.007656596001044975,0.007996769,0.0075720106,0.007400965
ID_84C1F92C40,1,0.09815924984010274,0.102992065,0.101059526,0.09042678
ID_A5B3345BD6,0,0.005570537423713807,0.008120573,0.0042392556,0.0043512434
ID_8FA94A4D76,0,0.08576881012966776,0.11189707,0.07361137,0.0717929
ID_BFFFA202D3,0,0.1433739017044022,0.15939797,0.13038315,0.14033578
